station_numbeer,zone_code,zone_name,district_code,district_name,block_code,block_name,panchayat_code,panchayat_name,location,longitude,latitude,station_type,agency,installed_position,date_of_comm,is_problematic,station_premises_on,vendor_engineer_name,User_ID,station_premises_condition,last_visited_date
63196819,51,North East,18,Kishanganj,180006,Kochadhamin,196819,Bhagal,,87.768,26.115,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,15-12-2025
63196820,51,North East,18,Kishanganj,180006,Kochadhamin,196820,Bisanpur,,87.754,26.202,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,05-11-2024
63196821,51,North East,18,Kishanganj,180006,Kochadhamin,196821,Bualdah,,87.864,26.176,ARG,Ingen,Rooftop,06-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,03-11-2025
63196822,51,North East,18,Kishanganj,180006,Kochadhamin,196822,Deramari,,87.903,26.155,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,10-10-2025
63196823,51,North East,18,Kishanganj,180006,Kochadhamin,196823,Gargawn,,87.815,26.176,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,08-09-2025
63196824,51,North East,18,Kishanganj,180006,Kochadhamin,196824,Haldikhora,,87.756,26.193,ARG,Ingen,Rooftop,06-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,04-08-2024
63196825,51,North East,18,Kishanganj,180006,Kochadhamin,196825,Himat Nagar,,87.817,26.1,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,30-12-2024
63196826,51,North East,18,Kishanganj,180006,Kochadhamin,196826,Kamalpur,,87.86,26.142,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,10-10-2025
63196827,51,North East,18,Kishanganj,180006,Kochadhamin,196827,Karibirpur,,87.779,26.231,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,11-09-2025
63196828,51,North East,18,Kishanganj,180006,Kochadhamin,196828,Kathamatha,,87.759,26.124,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,15-12-2025
63196829,51,North East,18,Kishanganj,180006,Kochadhamin,196829,Kochadhamon,,87.769,26.157,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,08-09-2025
63196830,51,North East,18,Kishanganj,180006,Kochadhamin,196830,Kutti,,87.842,26.1,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,03-11-2025
63196831,51,North East,18,Kishanganj,180006,Kochadhamin,196831,Mazgama,,87.881,26.185,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,16-08-2025
63196832,51,North East,18,Kishanganj,180006,Kochadhamin,196832,Mazkuri,,87.712,26.166,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,03-11-2025
63196833,51,North East,18,Kishanganj,180006,Kochadhamin,196833,Modho,,87.774,26.148,ARG,Ingen,Ground,04-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,15-12-2025
63196834,51,North East,18,Kishanganj,180006,Kochadhamin,196834,Nazarpur,,87.821,26.15,ARG,Ingen,Ground,04-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,10-10-2025
63196835,51,North East,18,Kishanganj,180006,Kochadhamin,196835,Patkoi  Kala,,87.936,26.184,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,16-08-2025
63196836,51,North East,18,Kishanganj,180006,Kochadhamin,196836,Purandaha,,87.701,26.126,ARG,Ingen,Ground,04-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,03-11-2025
63196837,51,North East,18,Kishanganj,180006,Kochadhamin,196837,Sontha,,87.773,26.194,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,08-09-2025
63196838,51,North East,18,Kishanganj,180006,Kochadhamin,196838,Sunder Bari,,87.739,26.16,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,08-09-2025
63196839,51,North East,18,Kishanganj,180006,Kochadhamin,196839,Tegharia,,87.888,26.208,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,16-08-2025
63196840,51,North East,18,Kishanganj,180004,Pothia,196840,Bhotta Thana,,88.119,26.305,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,17-12-2025
63196841,51,North East,18,Kishanganj,180004,Pothia,196841,Budhra,,88.149,26.309,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,19-07-2025
63196842,51,North East,18,Kishanganj,180004,Pothia,196842,Burhnai,,88.133,26.333,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,17-12-2025
63196843,51,North East,18,Kishanganj,180004,Pothia,196843,Chhatar Gachh,,88.06,26.29,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,01-06-2024
63196844,51,North East,18,Kishanganj,180004,Pothia,196844,Damal Bari,,88.07,26.205,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,09-10-2025
63196845,51,North East,18,Kishanganj,180004,Pothia,196845,Doobanochi,,88.23,26.4,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,17-12-2025
63196846,51,North East,18,Kishanganj,180004,Pothia,196846,Fala,,88.222,26.43,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,17-06-2025
63196847,51,North East,18,Kishanganj,180004,Pothia,196847,Gorukhal,,88.237,26.359,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,10-10-2024
63196848,51,North East,18,Kishanganj,180004,Pothia,196848,Jahangirpur,,88.078,26.21,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,09-10-2025
63196849,51,North East,18,Kishanganj,180004,Pothia,196849,Kasba Kaliaganj,,88.157,26.369,ARG,Ingen,Ground,06-03-2022 00:00,,Government Land,Anwarul haque,21,No-Issue,18-11-2025
63196850,51,North East,18,Kishanganj,180004,Pothia,196850,Koltha,,88.112,26.27,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,19-07-2025
63196851,51,North East,18,Kishanganj,180004,Pothia,196851,Kusiyari,,88.232,26.333,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,07-03-2024
63196852,51,North East,18,Kishanganj,180004,Pothia,196852,Mirjapur,,88.198,26.405,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,17-12-2025
63196853,51,North East,18,Kishanganj,180004,Pothia,196853,Naukatha,,88.199,26.328,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,19-07-2025
63196854,51,North East,18,Kishanganj,180004,Pothia,196854,Paharkatta,,88.118,26.238,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,09-10-2025
63196855,51,North East,18,Kishanganj,180004,Pothia,196855,Panasi,,88.104,26.225,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,09-10-2025
63196856,51,North East,18,Kishanganj,180004,Pothia,196856,Parlabari,,88.042,26.241,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,09-10-2025
63196857,51,North East,18,Kishanganj,180004,Pothia,196857,Raypur,,88.047,26.27,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,17-06-2025
63196858,51,North East,18,Kishanganj,180004,Pothia,196858,Sarogora,,88.152,26.348,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,06-11-2023
63196859,51,North East,18,Kishanganj,180004,Pothia,196859,Shitallpur,,88.146,26.275,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,10-10-2024
63196860,51,North East,18,Kishanganj,180004,Pothia,196860,Tipizari,,88.207,26.295,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,19-07-2025
63196861,51,North East,18,Kishanganj,180004,Pothia,196861,Udgara,,88.168,26.284,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,19-07-2025
63196862,51,North East,18,Kishanganj,180001,Terhagachh,196862,Baigna,,87.714,26.267,ARG,Ingen,Ground,04-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,14-08-2025
63196863,51,North East,18,Kishanganj,180001,Terhagachh,196863,Bhorha,,87.658,26.398,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,22-04-2025
63196864,51,North East,18,Kishanganj,180001,Terhagachh,196864,Chilahnia,,87.694,26.29,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,14-08-2025
63196865,51,North East,18,Kishanganj,180001,Terhagachh,196865,Dak Pokhar,,87.721,26.303,ARG,Ingen,Ground,04-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,14-08-2025
63196866,51,North East,18,Kishanganj,180001,Terhagachh,196866,Dhabeli,,87.659,26.365,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,22-04-2025
63196867,51,North East,18,Kishanganj,180001,Terhagachh,196867,Haatgaon,,87.685,26.377,ARG,Ingen,Rooftop,06-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,10-09-2025
63196868,51,North East,18,Kishanganj,180001,Terhagachh,196868,Hawakol,,87.645,26.33,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,10-09-2025
63196869,51,North East,18,Kishanganj,180001,Terhagachh,196869,Jhala,,87.632,26.343,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,10-09-2025
63196870,51,North East,18,Kishanganj,180001,Terhagachh,196870,Jhun Ki Musahra,,87.699,26.355,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,26-10-2024
63196871,51,North East,18,Kishanganj,180001,Terhagachh,196871,Kaalpeer,,87.745,26.378,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,10-09-2025
63196872,51,North East,18,Kishanganj,180001,Terhagachh,196872,Khaniabad,,87.725,26.395,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,10-09-2025
63196873,51,North East,18,Kishanganj,180001,Terhagachh,196873,Matyari,,87.72,26.335,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,13-03-2025
63196874,51,North East,18,Kishanganj,180003,Thakurganj,196874,Bandarjhula,,87.932,26.412,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,19-11-2025
63196875,51,North East,18,Kishanganj,180003,Thakurganj,196875,Barchoundi,,88.033,26.311,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,04-11-2025
63196876,51,North East,18,Kishanganj,180003,Thakurganj,196876,Besarbati,,88.138,26.494,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,19-11-2025
63196877,51,North East,18,Kishanganj,180003,Thakurganj,196877,Bhaog Dabar,,88.07,26.374,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,04-11-2025
63196878,51,North East,18,Kishanganj,180003,Thakurganj,196878,Bhat Gaon,,88.124,26.498,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,09-04-2024
63196879,51,North East,18,Kishanganj,180003,Thakurganj,196879,Bholmara,,87.957,26.258,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,18-06-2025
63196880,51,North East,18,Kishanganj,180003,Thakurganj,196880,Chettal,,88.128,26.376,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,31-12-2025
63196881,51,North East,18,Kishanganj,180003,Thakurganj,196881,Churli,,88.106,26.429,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,31-12-2025
63196882,51,North East,18,Kishanganj,180003,Thakurganj,196882,Dallegaon,,88.074,26.409,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,04-11-2025
63196883,51,North East,18,Kishanganj,180003,Thakurganj,196883,Dudhoti,,88.074,26.337,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,04-08-2024
63196884,51,North East,18,Kishanganj,180003,Thakurganj,196884,Dumaria,,87.96,26.342,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,18-06-2025
63196885,51,North East,18,Kishanganj,180003,Thakurganj,196885,Jiran Gachh,,88.032,26.297,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,04-11-2025
63196886,51,North East,18,Kishanganj,180003,Thakurganj,196886,Kanakpur,,88.153,26.445,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,31-12-2025
63196887,51,North East,18,Kishanganj,180003,Thakurganj,196887,Kharudah,,88.01,26.27,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,04-11-2025
63196888,51,North East,18,Kishanganj,180003,Thakurganj,196888,Kukurbaghi,,88.194,26.539,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,23-06-2024
63196889,51,North East,18,Kishanganj,180003,Thakurganj,196889,Malin Gaon,,87.971,26.365,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,18-06-2025
63196890,51,North East,18,Kishanganj,180003,Thakurganj,196890,Patesari,,88.126,26.391,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,31-12-2025
63196891,51,North East,18,Kishanganj,180003,Thakurganj,196891,Pathria,,88.165,26.491,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,19-11-2025
63196892,51,North East,18,Kishanganj,180003,Thakurganj,196892,Pauakhali,,87.968,26.329,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,31-07-2025
63196893,51,North East,18,Kishanganj,180003,Thakurganj,196893,Rasia,,87.973,26.296,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,29-04-2024
63196894,51,North East,18,Kishanganj,180003,Thakurganj,196894,Sakhua Dali,,88.213,26.466,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,31-12-2025
63196895,51,North East,18,Kishanganj,180003,Thakurganj,196895,Tatpaua,,88.012,26.35,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,31-07-2025
63196896,54,South Central,35,Lakhisarai,350001,Barahiya,196896,Ajni Ghat,,85.986,25.223,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,19-03-2025
63196897,54,South Central,35,Lakhisarai,350001,Barahiya,196897,Dumri,,86.036,25.248,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,03-09-2025
63196898,54,South Central,35,Lakhisarai,350001,Barahiya,196898,Gangasarai,,86.025,25.26,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,03-09-2025
63196899,54,South Central,35,Lakhisarai,350001,Barahiya,196899,Girdharpur,,86.018,25.216,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,14-10-2025
63196900,54,South Central,35,Lakhisarai,350001,Barahiya,196900,Jaitpur,,86.027,25.261,ARG,Obel,,,,,Indrajeet Kumar,9,Partially Sub-merged,03-09-2025
63196901,54,South Central,35,Lakhisarai,350001,Barahiya,196901,Khutaha West,,86.054,25.266,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,14-10-2025
63196902,54,South Central,35,Lakhisarai,350001,Barahiya,196902,Khutaha East,,86.079,25.262,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,14-10-2025
63196903,54,South Central,35,Lakhisarai,350001,Barahiya,196903,Laxmipur,,86.056,25.237,ARG,Obel,,,,,Indrajeet Kumar,9,Sub-merged,03-09-2025
63196904,54,South Central,35,Lakhisarai,350001,Barahiya,196904,Pali,,85.932,25.249,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,19-03-2025
63196905,54,South Central,35,Lakhisarai,350007,Chanan,196905,Bhalui,,86.173,25.047,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,18-10-2025
63196906,54,South Central,35,Lakhisarai,350007,Chanan,196906,Gohri,,86.171,25.128,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,26-07-2025
63196907,54,South Central,35,Lakhisarai,350007,Chanan,196907,Iton,,86.168,25.077,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,18-10-2025
63196908,54,South Central,35,Lakhisarai,350007,Chanan,196908,Janki Dih,,86.2,25.088,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,18-10-2025
63196909,54,South Central,35,Lakhisarai,350007,Chanan,196909,Khutuk Par,,86.117,25.139,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,14-06-2025
63196910,54,South Central,35,Lakhisarai,350007,Chanan,196910,Kundar,,86.194,25.042,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,14-06-2025
63196911,54,South Central,35,Lakhisarai,350007,Chanan,196911,Lakho Chak,,86.14,25.142,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,02-05-2025
63196912,54,South Central,35,Lakhisarai,350007,Chanan,196912,Maheshleta,,86.13,25.154,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,02-05-2025
63196913,54,South Central,35,Lakhisarai,350007,Chanan,196913,Malia,,86.165,25.087,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,14-06-2025
63196914,54,South Central,35,Lakhisarai,350007,Chanan,196914,Sangrampur,,86.184,25.076,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,18-10-2025
63196915,54,South Central,35,Lakhisarai,350006,Halsi,196915,Ballopur,,85.998,24.994,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,27-12-2025
63196916,54,South Central,35,Lakhisarai,350006,Halsi,196916,Bhanpura,,85.998,25.026,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,27-12-2025
63196917,54,South Central,35,Lakhisarai,350006,Halsi,196917,Dhira,,86.044,25.012,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,17-10-2025
63196918,54,South Central,35,Lakhisarai,350006,Halsi,196918,Geruwa Pursanda,,86.123,25.012,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,27-12-2025
63196919,54,South Central,35,Lakhisarai,350006,Halsi,196919,Halsi,,86.041,25.026,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,04-09-2025
63196920,54,South Central,35,Lakhisarai,350006,Halsi,196920,Kaindi,,86.061,25.057,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,17-10-2025
63196921,54,South Central,35,Lakhisarai,350006,Halsi,196921,Mohaddinagar,,86.057,25.025,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,04-09-2025
63196922,54,South Central,35,Lakhisarai,350006,Halsi,196922,Pratappur,,86.022,25.076,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,17-10-2025
63196923,54,South Central,35,Lakhisarai,350006,Halsi,196923,Sadhmaf,,86.104,25.006,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,24-07-2025
63196924,54,South Central,35,Lakhisarai,350006,Halsi,196924,Shirkhandi,,85.987,25.056,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,27-12-2025
63196925,54,South Central,35,Lakhisarai,350004,Lakhisarai,196925,Amhara,,86.038,25.211,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,14-10-2025
63196926,54,South Central,35,Lakhisarai,350004,Lakhisarai,196926,Balgudar,,86.075,25.205,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,13-10-2025
63196927,54,South Central,35,Lakhisarai,350004,Lakhisarai,196927,Bilauri,,86.057,25.135,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,22-12-2025
63196928,54,South Central,35,Lakhisarai,350004,Lakhisarai,196928,Damodarpur,,86.085,25.126,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,22-12-2025
63196929,54,South Central,35,Lakhisarai,350004,Lakhisarai,196929,Garhi Bisun Pur,,86.119,25.225,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,22-12-2025
63196930,54,South Central,35,Lakhisarai,350004,Lakhisarai,196930,Kachhiana,,86.008,25.152,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,13-10-2025
63196931,54,South Central,35,Lakhisarai,350004,Lakhisarai,196931,Khagor,,86.102,25.176,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,16-10-2025
63196932,54,South Central,35,Lakhisarai,350004,Lakhisarai,196932,Mahisauna,,86.135,25.11,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,13-10-2025
63196933,54,South Central,35,Lakhisarai,350004,Lakhisarai,196933,Morma,,86.009,25.162,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,22-12-2025
63196934,54,South Central,35,Lakhisarai,350004,Lakhisarai,196934,Sabik Pur,,86.079,25.226,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,13-10-2025
63196935,54,South Central,35,Lakhisarai,350003,Pipariya,196935,Mohanpur,,85.818,25.005,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,23-12-2025
63196936,54,South Central,35,Lakhisarai,350003,Pipariya,196936,Olipur,,86.139,25.243,ARG,Obel,,,,,Indrajeet Kumar,9,Partially Sub-merged,14-12-2024
63196937,54,South Central,35,Lakhisarai,350003,Pipariya,196937,Pipariya,,86.115,25.26,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,16-10-2025
63196938,54,South Central,35,Lakhisarai,350003,Pipariya,196938,Ramchandarpur,,86.145,25.239,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,23-12-2025
63196939,54,South Central,35,Lakhisarai,350003,Pipariya,196939,Saidpura,,86.177,25.195,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,15-10-2025
63196940,54,South Central,35,Lakhisarai,350005,Ramgarh Chowk,196940,Aure,,86.047,25.12,ARG,Obel,,,,,Inderjeet,9,No-Issue,06-09-2025
63196941,54,South Central,35,Lakhisarai,350005,Ramgarh Chowk,196941,Bhawaria,,85.967,25.119,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,25-07-2025
63196942,54,South Central,35,Lakhisarai,350005,Ramgarh Chowk,196942,Billo,,86.014,25.111,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,13-06-2025
63196943,54,South Central,35,Lakhisarai,350005,Ramgarh Chowk,196943,Nand Nama,,86.096,25.08,ARG,Obel,,,,,Inderjeet,9,No-Issue,06-09-2025
63196944,54,South Central,35,Lakhisarai,350005,Ramgarh Chowk,196944,Nongarh,,86.1,25.043,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,04-09-2025
63196945,54,South Central,35,Lakhisarai,350005,Ramgarh Chowk,196945,Sharma,,86.113,25.089,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,06-09-2025
63196946,54,South Central,35,Lakhisarai,350005,Ramgarh Chowk,196946,Surari Imam Nagar,,85.983,25.09,ARG,Obel,,,,,Inderjeet,9,No-Issue,06-09-2025
63196947,54,South Central,35,Lakhisarai,350005,Ramgarh Chowk,196947,Tetarhat,,86.11,25.06,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,04-09-2025
63196948,54,South Central,35,Lakhisarai,350002,Surajgarha,196948,Alinagar,,86.222,25.192,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,24-12-2025
63196949,54,South Central,35,Lakhisarai,350002,Surajgarha,196949,Amarpur,,86.174,25.159,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,15-10-2025
63196950,54,South Central,35,Lakhisarai,350002,Surajgarha,196950,Arma,,86.246,25.202,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,24-12-2025
63196951,54,South Central,35,Lakhisarai,350002,Surajgarha,196951,Avgil Rampur,,86.27,25.276,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,05-09-2024
63196952,54,South Central,35,Lakhisarai,350002,Surajgarha,196952,Bansipur,,86.328,25.287,ARG,Obel,,,,,Indrajeet Kumar,9,No-Issue,12-06-2025
63196953,54,South Central,35,Lakhisarai,350002,Surajgarha,196953,Bariyarpur,,86.306,25.205,ARG,Obel,,,,,Inderjeet,9,No-Issue,26-12-2025
